UserEmail,Role,Action,Module,IPAddress,Status,CreatedAt
test.faculty.eee.3@kathir.edu,faculty,MESSAGE_SENT,Messaging,190.64.33.157,success,2026-04-03T09:21:01.877Z
test.student.ece.5@kathir.edu,student,LOGOUT,Auth,236.251.77.86,success,2026-01-21T04:30:19.908Z
test.faculty.mech.3@kathir.edu,faculty,LOGIN,Auth,97.168.208.43,success,2026-02-11T04:49:23.480Z
test.student.eee.4@kathir.edu,student,QUERY_CREATED,HelpDesk,111.57.167.242,success,2026-03-28T15:05:03.976Z
test.student.mech.6@kathir.edu,student,LOGIN,Auth,241.225.99.152,failed,2026-02-16T04:53:28.405Z
test.student.aids.4@kathir.edu,student,PROFILE_UPDATED,Profile,47.118.89.202,success,2026-04-11T13:08:00.650Z
test.student.ece.5@kathir.edu,student,SEARCH_PERFORMED,Search,187.129.56.248,failed,2026-04-18T06:37:44.580Z
test.student.cse.9@kathir.edu,student,LOGOUT,Auth,134.102.248.86,success,2026-05-29T06:10:14.331Z
test.student.civil.4@kathir.edu,student,PROFILE_UPDATED,Profile,152.208.79.119,success,2026-01-29T11:50:38.554Z
test.student.cse.2@kathir.edu,student,PASSWORD_CHANGED,Auth,13.133.89.24,success,2026-01-16T02:31:13.337Z
test.student.ece.10@kathir.edu,student,PASSWORD_CHANGED,Auth,180.88.86.248,success,2026-01-18T11:16:40.841Z
test.faculty.mech.4@kathir.edu,faculty,SEARCH_PERFORMED,Search,170.123.52.60,success,2026-01-07T08:58:36.469Z
test.student.mech.10@kathir.edu,student,LOGOUT,Auth,142.56.74.135,success,2026-02-21T20:21:20.201Z
test.faculty.cse.1@kathir.edu,faculty,MARKS_UPDATED,Academics,239.167.199.37,success,2026-03-01T05:35:18.766Z
test.student.mech.7@kathir.edu,student,QUERY_CREATED,HelpDesk,133.103.251.58,success,2026-01-27T09:03:37.335Z
test.student.ece.9@kathir.edu,student,MESSAGE_SENT,Messaging,90.93.240.15,success,2026-01-11T02:39:34.861Z
test.faculty.mech.3@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,40.139.119.133,failed,2026-05-06T07:25:18.132Z
test.student.mech.4@kathir.edu,student,CONVERSATION_CREATED,Messaging,250.163.190.33,success,2026-05-09T23:07:59.550Z
test.admin.2026@kathir.edu,admin,EXPORT_REPORT,Reports,192.228.27.77,failed,2026-02-15T10:37:11.722Z
test.student.mech.2@kathir.edu,student,PROFILE_UPDATED,Profile,157.95.189.33,success,2026-05-03T11:02:59.198Z
test.student.mech.3@kathir.edu,student,PASSWORD_CHANGED,Auth,179.220.84.58,success,2026-03-15T13:10:16.215Z
test.faculty.civil.1@kathir.edu,faculty,EXPORT_REPORT,Reports,246.66.149.61,success,2026-02-13T19:34:11.208Z
test.faculty.eee.2@kathir.edu,faculty,LOGIN,Auth,57.108.70.9,success,2026-06-22T21:32:28.912Z
test.admin.2026@kathir.edu,admin,PASSWORD_CHANGED,Auth,47.108.64.177,failed,2026-05-01T00:39:07.912Z
test.student.civil.5@kathir.edu,student,QUERY_CREATED,HelpDesk,223.139.249.228,success,2026-01-03T11:01:06.564Z
test.student.cse.1@kathir.edu,student,LOGOUT,Auth,226.166.92.68,success,2026-05-07T18:35:43.056Z
test.faculty.aids.4@kathir.edu,faculty,LOGIN,Auth,225.169.134.160,success,2026-01-25T09:06:44.368Z
test.student.mech.1@kathir.edu,student,LOGOUT,Auth,193.113.137.126,success,2026-01-30T02:03:01.064Z
test.faculty.eee.2@kathir.edu,faculty,SEARCH_PERFORMED,Search,17.35.87.94,success,2026-05-21T09:37:34.440Z
test.faculty.mech.3@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,245.9.53.249,success,2026-06-01T02:50:56.890Z
test.student.ece.6@kathir.edu,student,LOGOUT,Auth,142.39.216.17,success,2026-05-18T06:54:57.917Z
test.student.mech.8@kathir.edu,student,LOGOUT,Auth,82.198.90.19,success,2026-05-29T23:18:42.636Z
test.student.aids.1@kathir.edu,student,LOGOUT,Auth,55.19.9.24,success,2026-04-28T16:31:58.843Z
test.faculty.civil.2@kathir.edu,faculty,EXPORT_REPORT,Reports,150.125.20.223,success,2026-04-07T14:43:58.715Z
test.student.eee.2@kathir.edu,student,QUERY_CREATED,HelpDesk,109.200.128.111,success,2026-03-10T14:20:21.967Z
test.student.civil.9@kathir.edu,student,SEARCH_PERFORMED,Search,61.173.43.109,failed,2026-02-04T06:32:28.782Z
test.student.eee.2@kathir.edu,student,QUERY_CREATED,HelpDesk,123.67.195.141,success,2026-02-01T10:41:58.838Z
test.faculty.civil.1@kathir.edu,faculty,ACHIEVEMENT_ADDED,Achievements,114.53.211.43,success,2026-01-25T23:48:00.383Z
test.student.civil.2@kathir.edu,student,QUERY_CREATED,HelpDesk,91.2.64.192,failed,2026-03-18T01:01:15.660Z
test.student.eee.7@kathir.edu,student,PASSWORD_CHANGED,Auth,70.72.246.157,success,2026-01-25T04:49:14.099Z
test.student.ece.8@kathir.edu,student,PROFILE_UPDATED,Profile,218.158.9.42,success,2026-02-02T14:34:27.312Z
test.student.mech.3@kathir.edu,student,LOGIN,Auth,40.11.53.7,success,2026-01-23T05:07:32.819Z
test.student.eee.1@kathir.edu,student,MESSAGE_SENT,Messaging,139.110.119.90,success,2026-05-17T08:56:55.258Z
test.student.mech.8@kathir.edu,student,SEARCH_PERFORMED,Search,3.83.68.203,success,2026-05-13T02:06:20.308Z
test.student.mech.2@kathir.edu,student,LOGOUT,Auth,110.160.5.217,success,2026-03-02T05:30:54.438Z
test.student.cse.8@kathir.edu,student,QUERY_CREATED,HelpDesk,172.199.31.64,success,2026-02-14T15:10:23.026Z
test.faculty.eee.3@kathir.edu,faculty,ATTENDANCE_UPDATED,Attendance,214.3.163.219,failed,2026-05-26T21:31:02.094Z
test.student.civil.4@kathir.edu,student,LOGIN,Auth,111.45.99.115,success,2026-02-17T10:33:18.422Z
test.student.eee.2@kathir.edu,student,QUERY_CREATED,HelpDesk,183.69.178.124,success,2026-02-10T21:51:44.111Z
test.faculty.eee.2@kathir.edu,faculty,LOGIN,Auth,165.74.94.107,failed,2026-06-24T03:12:49.474Z
test.student.aids.5@kathir.edu,student,LOGOUT,Auth,179.65.122.187,success,2026-03-12T08:01:16.329Z
test.faculty.mech.1@kathir.edu,faculty,LOGOUT,Auth,89.248.120.216,success,2026-06-24T08:48:52.131Z
test.faculty.mech.5@kathir.edu,faculty,MARKS_UPDATED,Academics,226.7.115.221,success,2026-01-16T17:43:26.221Z
test.student.cse.7@kathir.edu,student,CONVERSATION_CREATED,Messaging,18.11.218.101,success,2026-06-08T05:50:12.789Z
test.faculty.cse.2@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,1.176.149.242,success,2026-01-16T16:43:12.369Z
test.faculty.cse.2@kathir.edu,faculty,LOGOUT,Auth,57.234.43.58,success,2026-06-27T17:45:11.856Z
test.student.cse.4@kathir.edu,student,PASSWORD_CHANGED,Auth,37.173.182.158,success,2026-02-18T06:00:20.134Z
test.faculty.ece.2@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,45.111.131.151,success,2026-03-27T09:21:05.247Z
test.faculty.aids.2@kathir.edu,faculty,ACHIEVEMENT_ADDED,Achievements,224.105.108.84,success,2026-02-12T10:05:03.090Z
test.student.civil.4@kathir.edu,student,PASSWORD_CHANGED,Auth,61.220.154.152,failed,2026-01-09T14:14:59.414Z
test.student.mech.1@kathir.edu,student,LOGOUT,Auth,189.204.84.62,success,2026-04-14T04:31:16.677Z
test.student.ece.7@kathir.edu,student,PASSWORD_CHANGED,Auth,164.71.152.42,success,2026-04-08T13:54:25.738Z
test.student.ece.6@kathir.edu,student,SEARCH_PERFORMED,Search,43.155.90.97,success,2026-03-24T14:27:02.983Z
test.faculty.mech.1@kathir.edu,faculty,ATTENDANCE_UPDATED,Attendance,119.51.24.236,success,2026-06-05T14:57:51.962Z
test.student.aids.2@kathir.edu,student,CONVERSATION_CREATED,Messaging,116.232.216.6,success,2026-06-22T02:39:03.393Z
test.admin.2026@kathir.edu,admin,MARKS_UPDATED,Academics,11.58.220.51,failed,2026-06-11T18:09:20.108Z
test.student.mech.4@kathir.edu,student,PASSWORD_CHANGED,Auth,69.232.130.93,success,2026-01-28T17:53:52.300Z
test.student.eee.1@kathir.edu,student,QUERY_CREATED,HelpDesk,91.247.126.70,success,2026-01-25T12:57:18.621Z
test.admin.2026@kathir.edu,admin,QUERY_RESOLVED,HelpDesk,32.147.179.96,success,2026-06-01T16:04:18.560Z
test.faculty.aids.3@kathir.edu,faculty,ACHIEVEMENT_ADDED,Achievements,101.139.126.243,failed,2026-06-18T12:33:49.448Z
test.faculty.ece.1@kathir.edu,faculty,ACHIEVEMENT_ADDED,Achievements,55.124.95.243,success,2026-04-28T16:23:39.184Z
test.student.cse.5@kathir.edu,student,SEARCH_PERFORMED,Search,158.16.242.24,success,2026-03-23T03:54:18.252Z
test.student.mech.1@kathir.edu,student,MESSAGE_SENT,Messaging,51.237.136.158,failed,2026-05-24T19:54:02.396Z
test.faculty.ece.2@kathir.edu,faculty,MARKS_UPLOADED,Academics,203.150.149.213,success,2026-06-05T21:09:54.222Z
test.faculty.ece.2@kathir.edu,faculty,MARKS_UPLOADED,Academics,234.85.55.54,failed,2026-04-04T09:20:00.496Z
test.student.cse.10@kathir.edu,student,QUERY_CREATED,HelpDesk,155.79.10.57,success,2026-05-30T02:04:24.006Z
test.student.civil.10@kathir.edu,student,LOGIN,Auth,59.172.229.134,success,2026-02-27T06:38:52.687Z
test.student.civil.6@kathir.edu,student,CONVERSATION_CREATED,Messaging,203.237.216.125,success,2026-01-16T11:24:23.852Z
test.faculty.ece.3@kathir.edu,faculty,ATTENDANCE_UPDATED,Attendance,105.253.155.18,success,2026-02-03T23:38:20.796Z
test.student.eee.8@kathir.edu,student,SEARCH_PERFORMED,Search,2.220.170.2,success,2026-06-06T22:05:24.774Z
test.faculty.eee.1@kathir.edu,faculty,MARKS_UPLOADED,Academics,126.17.94.59,success,2026-04-10T09:56:08.039Z
test.student.aids.4@kathir.edu,student,SEARCH_PERFORMED,Search,22.172.72.93,success,2026-01-31T16:34:39.045Z
test.faculty.ece.3@kathir.edu,faculty,MESSAGE_SENT,Messaging,86.128.95.37,failed,2026-06-04T11:48:45.521Z
test.student.eee.1@kathir.edu,student,CONVERSATION_CREATED,Messaging,223.168.50.193,success,2026-05-31T01:09:42.297Z
test.student.cse.6@kathir.edu,student,SEARCH_PERFORMED,Search,120.197.57.126,success,2026-05-30T23:51:21.517Z
test.student.eee.7@kathir.edu,student,QUERY_CREATED,HelpDesk,140.114.93.237,success,2026-03-09T02:05:51.189Z
test.student.ece.5@kathir.edu,student,MESSAGE_SENT,Messaging,229.190.173.4,success,2026-05-29T07:18:58.942Z
test.student.mech.6@kathir.edu,student,LOGIN,Auth,243.53.143.251,success,2026-06-02T05:38:40.409Z
test.student.ece.1@kathir.edu,student,PROFILE_UPDATED,Profile,165.34.204.141,failed,2026-03-07T03:28:21.075Z
test.faculty.aids.1@kathir.edu,faculty,MESSAGE_SENT,Messaging,242.62.216.163,success,2026-01-19T15:20:14.160Z
test.student.aids.4@kathir.edu,student,LOGOUT,Auth,171.209.79.36,success,2026-05-13T09:04:27.171Z
test.faculty.aids.4@kathir.edu,faculty,ATTENDANCE_UPDATED,Attendance,165.247.44.150,failed,2026-05-16T20:03:41.159Z
test.faculty.aids.5@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,205.195.147.153,failed,2026-01-09T22:47:47.407Z
test.student.mech.3@kathir.edu,student,PASSWORD_CHANGED,Auth,6.7.210.216,failed,2026-02-27T14:21:39.344Z
test.student.eee.6@kathir.edu,student,MESSAGE_SENT,Messaging,199.71.99.98,success,2026-05-08T16:35:36.169Z
test.student.ece.7@kathir.edu,student,MESSAGE_SENT,Messaging,145.12.50.140,success,2026-02-20T11:50:36.078Z
test.student.mech.2@kathir.edu,student,MESSAGE_SENT,Messaging,146.252.217.209,failed,2026-06-17T08:27:33.275Z
test.student.mech.6@kathir.edu,student,PROFILE_UPDATED,Profile,228.123.146.238,success,2026-06-27T00:49:57.965Z
test.student.civil.9@kathir.edu,student,SEARCH_PERFORMED,Search,130.31.72.159,success,2026-06-05T10:26:04.710Z
test.student.eee.1@kathir.edu,student,PROFILE_UPDATED,Profile,174.93.96.234,success,2026-01-26T01:49:01.902Z
test.student.ece.1@kathir.edu,student,MESSAGE_SENT,Messaging,94.219.166.214,success,2026-04-10T13:25:38.330Z
test.faculty.civil.4@kathir.edu,faculty,LOGOUT,Auth,184.38.82.186,success,2026-03-25T12:03:33.182Z
test.student.civil.5@kathir.edu,student,PROFILE_UPDATED,Profile,66.55.4.212,success,2026-03-24T11:22:31.900Z
test.student.eee.7@kathir.edu,student,LOGOUT,Auth,63.235.125.135,success,2026-03-12T22:40:46.854Z
test.student.ece.8@kathir.edu,student,SEARCH_PERFORMED,Search,161.92.240.22,success,2026-02-08T00:59:21.233Z
test.student.ece.2@kathir.edu,student,PASSWORD_CHANGED,Auth,114.159.150.18,success,2026-06-25T12:14:12.948Z
test.faculty.cse.4@kathir.edu,faculty,ATTENDANCE_UPDATED,Attendance,200.128.225.124,success,2026-06-20T01:36:19.922Z
test.student.cse.4@kathir.edu,student,CONVERSATION_CREATED,Messaging,123.121.249.138,failed,2026-06-03T05:34:22.017Z
test.faculty.eee.3@kathir.edu,faculty,PROFILE_UPDATED,Profile,134.49.63.137,success,2026-04-02T15:08:08.931Z
test.student.mech.3@kathir.edu,student,PASSWORD_CHANGED,Auth,158.113.26.87,success,2026-03-27T11:09:37.796Z
test.student.cse.6@kathir.edu,student,QUERY_CREATED,HelpDesk,109.146.214.52,success,2026-05-13T10:08:18.407Z
test.student.aids.2@kathir.edu,student,CONVERSATION_CREATED,Messaging,114.136.28.7,success,2026-01-08T05:46:44.742Z
test.student.eee.3@kathir.edu,student,PROFILE_UPDATED,Profile,16.18.33.139,success,2026-06-11T02:57:19.564Z
test.student.mech.6@kathir.edu,student,CONVERSATION_CREATED,Messaging,174.86.198.88,failed,2026-02-09T16:15:31.473Z
test.student.mech.10@kathir.edu,student,PASSWORD_CHANGED,Auth,99.218.94.181,failed,2026-01-29T12:03:07.184Z
test.student.ece.6@kathir.edu,student,LOGOUT,Auth,56.43.81.226,failed,2026-04-16T20:46:16.759Z
test.faculty.cse.4@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,99.41.251.44,success,2026-01-07T04:54:39.189Z
test.student.civil.1@kathir.edu,student,LOGIN,Auth,204.37.144.77,failed,2026-02-05T12:10:20.021Z
test.student.ece.2@kathir.edu,student,PROFILE_UPDATED,Profile,228.127.155.70,failed,2026-05-27T22:29:14.896Z
test.student.aids.1@kathir.edu,student,LOGOUT,Auth,42.68.229.175,failed,2026-02-17T20:51:26.093Z
test.student.aids.7@kathir.edu,student,LOGIN,Auth,95.225.46.48,success,2026-06-25T20:40:39.926Z
test.student.cse.3@kathir.edu,student,QUERY_CREATED,HelpDesk,128.170.247.181,success,2026-06-28T10:39:40.113Z
test.admin.2026@kathir.edu,admin,QUERY_RESOLVED,HelpDesk,20.64.40.159,success,2026-01-22T16:35:06.519Z
test.faculty.ece.4@kathir.edu,faculty,PASSWORD_CHANGED,Auth,241.190.89.108,success,2026-04-02T17:13:26.512Z
test.faculty.eee.1@kathir.edu,faculty,LOGIN,Auth,37.228.65.130,failed,2026-06-27T23:35:12.021Z
test.faculty.eee.3@kathir.edu,faculty,SEARCH_PERFORMED,Search,55.236.161.127,failed,2026-06-19T21:09:56.626Z
test.student.mech.1@kathir.edu,student,PROFILE_UPDATED,Profile,22.235.234.201,failed,2026-01-19T16:44:35.108Z
test.student.civil.10@kathir.edu,student,PASSWORD_CHANGED,Auth,176.15.41.249,success,2026-05-09T21:06:46.971Z
test.faculty.mech.4@kathir.edu,faculty,EXPORT_REPORT,Reports,83.109.181.146,success,2026-02-06T08:11:08.239Z
test.student.cse.5@kathir.edu,student,PROFILE_UPDATED,Profile,7.17.54.194,success,2026-03-21T23:16:10.748Z
test.student.civil.5@kathir.edu,student,CONVERSATION_CREATED,Messaging,205.59.83.80,success,2026-02-20T18:07:23.609Z
test.student.cse.2@kathir.edu,student,CONVERSATION_CREATED,Messaging,105.139.217.59,success,2026-03-12T11:25:06.509Z
test.student.eee.4@kathir.edu,student,PROFILE_UPDATED,Profile,39.78.182.41,success,2026-01-09T12:09:27.870Z
test.student.eee.4@kathir.edu,student,MESSAGE_SENT,Messaging,130.207.207.114,failed,2026-03-26T16:59:28.108Z
test.faculty.mech.1@kathir.edu,faculty,ATTENDANCE_UPDATED,Attendance,123.113.206.106,success,2026-04-21T22:21:27.287Z
test.student.aids.9@kathir.edu,student,PROFILE_UPDATED,Profile,244.96.113.148,success,2026-06-02T20:08:47.434Z
test.faculty.ece.5@kathir.edu,faculty,LOGIN,Auth,171.170.25.22,success,2026-02-03T15:18:17.496Z
test.faculty.aids.5@kathir.edu,faculty,PROFILE_UPDATED,Profile,63.229.148.61,failed,2026-03-18T08:05:04.069Z
test.student.cse.6@kathir.edu,student,SEARCH_PERFORMED,Search,228.86.84.78,success,2026-02-24T07:31:28.594Z
test.student.ece.6@kathir.edu,student,QUERY_CREATED,HelpDesk,107.141.141.97,success,2026-06-18T23:15:09.164Z
test.student.civil.5@kathir.edu,student,CONVERSATION_CREATED,Messaging,134.81.10.57,failed,2026-03-05T19:26:41.228Z
test.student.mech.5@kathir.edu,student,LOGOUT,Auth,246.0.134.133,success,2026-01-02T23:50:48.770Z
test.student.cse.7@kathir.edu,student,LOGOUT,Auth,26.58.0.99,success,2026-02-15T01:35:52.401Z
test.student.mech.8@kathir.edu,student,PASSWORD_CHANGED,Auth,53.241.97.4,success,2026-01-05T16:54:49.582Z
test.student.cse.8@kathir.edu,student,SEARCH_PERFORMED,Search,22.242.98.198,success,2026-01-09T21:58:55.710Z
test.student.cse.8@kathir.edu,student,QUERY_CREATED,HelpDesk,112.197.104.93,success,2026-03-06T13:24:36.061Z
test.student.cse.4@kathir.edu,student,CONVERSATION_CREATED,Messaging,173.5.181.115,failed,2026-01-07T18:23:55.681Z
test.student.civil.10@kathir.edu,student,PROFILE_UPDATED,Profile,168.17.87.107,success,2026-03-07T01:45:07.612Z
test.student.eee.3@kathir.edu,student,MESSAGE_SENT,Messaging,251.69.71.72,success,2026-02-20T12:30:15.229Z
test.student.ece.7@kathir.edu,student,LOGOUT,Auth,163.226.194.77,success,2026-05-13T10:30:18.161Z
test.student.ece.3@kathir.edu,student,LOGIN,Auth,171.151.11.82,failed,2026-01-31T04:17:41.019Z
test.faculty.mech.1@kathir.edu,faculty,EXPORT_REPORT,Reports,39.103.216.69,failed,2026-03-12T14:31:47.080Z
test.student.mech.1@kathir.edu,student,LOGOUT,Auth,242.99.247.246,success,2026-06-15T07:02:47.489Z
test.student.cse.8@kathir.edu,student,CONVERSATION_CREATED,Messaging,235.121.171.26,success,2026-04-24T10:33:34.906Z
test.student.cse.4@kathir.edu,student,LOGOUT,Auth,49.126.89.99,failed,2026-03-19T07:33:40.801Z
test.student.cse.1@kathir.edu,student,PASSWORD_CHANGED,Auth,201.193.48.0,success,2026-03-15T17:45:11.313Z
test.student.eee.5@kathir.edu,student,LOGIN,Auth,216.204.49.232,success,2026-03-31T19:26:19.771Z
test.student.ece.5@kathir.edu,student,MESSAGE_SENT,Messaging,217.9.27.111,success,2026-03-09T14:20:06.861Z
test.student.civil.10@kathir.edu,student,SEARCH_PERFORMED,Search,190.179.207.110,success,2026-01-24T12:28:39.850Z
test.student.aids.6@kathir.edu,student,PROFILE_UPDATED,Profile,179.101.124.228,success,2026-04-20T12:48:52.128Z
test.faculty.aids.1@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,116.221.72.149,success,2026-03-20T17:51:21.107Z
test.student.cse.4@kathir.edu,student,LOGOUT,Auth,203.228.213.53,failed,2026-05-09T01:08:45.730Z
test.student.aids.4@kathir.edu,student,PASSWORD_CHANGED,Auth,207.192.14.125,success,2026-04-07T07:26:27.834Z
test.student.cse.8@kathir.edu,student,MESSAGE_SENT,Messaging,2.240.135.21,success,2026-03-15T23:39:53.913Z
test.student.civil.7@kathir.edu,student,MESSAGE_SENT,Messaging,100.139.233.135,failed,2026-04-14T16:16:13.010Z
test.faculty.eee.2@kathir.edu,faculty,SEARCH_PERFORMED,Search,241.117.252.32,success,2026-06-06T05:53:52.305Z
test.student.civil.1@kathir.edu,student,PASSWORD_CHANGED,Auth,21.147.56.204,failed,2026-06-15T11:46:45.611Z
test.student.aids.1@kathir.edu,student,LOGOUT,Auth,122.23.41.94,success,2026-06-30T16:28:40.528Z
test.faculty.ece.2@kathir.edu,faculty,LOGIN,Auth,162.245.252.91,success,2026-03-11T11:26:38.565Z
test.student.mech.2@kathir.edu,student,PROFILE_UPDATED,Profile,170.157.181.42,success,2026-02-03T09:40:57.195Z
test.student.mech.9@kathir.edu,student,LOGOUT,Auth,246.204.43.54,success,2026-06-14T10:04:49.908Z
test.student.ece.9@kathir.edu,student,QUERY_CREATED,HelpDesk,221.179.209.122,success,2026-06-02T17:59:30.278Z
test.student.mech.1@kathir.edu,student,MESSAGE_SENT,Messaging,219.242.161.124,success,2026-03-24T15:43:47.061Z
test.faculty.mech.5@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,239.153.93.183,success,2026-06-11T03:41:17.255Z
test.faculty.cse.3@kathir.edu,faculty,LOGIN,Auth,79.6.15.17,success,2026-03-15T02:41:21.896Z
test.student.ece.4@kathir.edu,student,PROFILE_UPDATED,Profile,155.132.214.209,success,2026-06-24T13:37:23.522Z
test.student.ece.3@kathir.edu,student,QUERY_CREATED,HelpDesk,213.47.219.208,success,2026-01-06T17:42:14.045Z
test.student.aids.8@kathir.edu,student,LOGOUT,Auth,166.187.2.162,failed,2026-02-03T18:48:26.936Z
test.student.cse.8@kathir.edu,student,PASSWORD_CHANGED,Auth,113.199.125.163,success,2026-01-05T21:40:02.390Z
test.student.eee.5@kathir.edu,student,LOGOUT,Auth,240.189.238.52,success,2026-05-23T04:39:39.835Z
test.faculty.ece.2@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,168.96.23.210,success,2026-03-27T03:24:16.436Z
test.student.mech.9@kathir.edu,student,LOGIN,Auth,216.114.172.214,success,2026-05-22T22:50:44.415Z
test.student.aids.2@kathir.edu,student,QUERY_CREATED,HelpDesk,195.110.23.198,success,2026-03-30T17:12:55.174Z
test.student.ece.5@kathir.edu,student,MESSAGE_SENT,Messaging,201.253.38.1,failed,2026-05-27T09:02:41.143Z
test.student.civil.1@kathir.edu,student,PASSWORD_CHANGED,Auth,243.85.17.208,success,2026-01-31T21:05:17.114Z
test.student.eee.6@kathir.edu,student,CONVERSATION_CREATED,Messaging,222.39.228.201,success,2026-02-08T10:53:36.777Z
test.faculty.eee.5@kathir.edu,faculty,LOGOUT,Auth,58.112.10.79,success,2026-06-04T00:28:23.320Z
test.faculty.cse.3@kathir.edu,faculty,LOGIN,Auth,114.212.103.71,success,2026-04-17T10:32:30.375Z
test.student.cse.1@kathir.edu,student,PASSWORD_CHANGED,Auth,11.161.194.165,failed,2026-02-06T08:42:21.192Z
test.student.eee.8@kathir.edu,student,PROFILE_UPDATED,Profile,151.137.95.49,success,2026-01-10T20:46:04.734Z
test.student.mech.7@kathir.edu,student,SEARCH_PERFORMED,Search,229.189.60.117,success,2026-02-03T01:39:22.939Z
test.student.ece.3@kathir.edu,student,LOGIN,Auth,119.2.80.20,success,2026-05-11T21:24:30.740Z
test.student.cse.7@kathir.edu,student,LOGOUT,Auth,224.218.232.80,success,2026-01-14T11:16:58.358Z
test.faculty.eee.5@kathir.edu,faculty,MESSAGE_SENT,Messaging,2.184.132.3,failed,2026-01-20T20:36:58.644Z
test.student.eee.9@kathir.edu,student,MESSAGE_SENT,Messaging,21.188.246.25,failed,2026-03-16T17:04:44.173Z
test.student.civil.2@kathir.edu,student,LOGIN,Auth,178.63.31.45,success,2026-04-22T23:09:43.252Z
test.student.mech.8@kathir.edu,student,PROFILE_UPDATED,Profile,253.40.43.122,success,2026-02-23T03:05:39.414Z
test.student.ece.9@kathir.edu,student,CONVERSATION_CREATED,Messaging,71.157.249.9,success,2026-01-12T01:06:46.858Z
test.student.civil.7@kathir.edu,student,CONVERSATION_CREATED,Messaging,77.166.0.164,failed,2026-05-07T09:56:17.217Z
test.student.civil.10@kathir.edu,student,LOGIN,Auth,232.160.26.213,success,2026-04-21T11:22:46.952Z
test.student.civil.6@kathir.edu,student,QUERY_CREATED,HelpDesk,159.28.77.36,success,2026-04-20T21:33:06.019Z
test.faculty.mech.1@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,202.129.112.126,success,2026-05-31T03:22:05.934Z
test.student.ece.10@kathir.edu,student,CONVERSATION_CREATED,Messaging,193.159.124.238,failed,2026-03-04T18:33:30.113Z
test.student.cse.3@kathir.edu,student,PASSWORD_CHANGED,Auth,168.242.99.56,success,2026-02-17T16:28:51.334Z
test.student.aids.4@kathir.edu,student,LOGIN,Auth,239.220.218.33,success,2026-05-18T10:54:46.719Z
test.student.civil.2@kathir.edu,student,LOGIN,Auth,188.14.84.222,failed,2026-04-16T05:31:06.589Z
test.faculty.civil.1@kathir.edu,faculty,EXPORT_REPORT,Reports,95.98.86.217,success,2026-05-17T13:38:49.947Z
test.student.civil.1@kathir.edu,student,PROFILE_UPDATED,Profile,33.131.88.203,success,2026-06-14T02:13:36.300Z
test.student.ece.10@kathir.edu,student,SEARCH_PERFORMED,Search,203.128.93.226,success,2026-05-18T07:21:14.589Z
test.faculty.aids.3@kathir.edu,faculty,MARKS_UPLOADED,Academics,3.204.210.150,success,2026-03-15T08:38:45.807Z
test.faculty.cse.2@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,136.152.190.161,success,2026-06-22T16:46:38.454Z
test.faculty.aids.5@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,168.130.182.85,success,2026-06-18T09:21:31.723Z
test.faculty.eee.2@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,229.71.94.211,success,2026-01-20T06:38:44.811Z
test.student.mech.8@kathir.edu,student,LOGIN,Auth,3.233.162.184,success,2026-04-28T16:35:26.563Z
test.student.cse.10@kathir.edu,student,SEARCH_PERFORMED,Search,101.29.53.101,failed,2026-05-30T20:28:06.151Z
test.faculty.civil.4@kathir.edu,faculty,MARKS_UPDATED,Academics,2.150.186.32,success,2026-03-13T12:03:47.830Z
test.student.cse.8@kathir.edu,student,MESSAGE_SENT,Messaging,198.137.210.138,success,2026-02-12T05:21:26.450Z
test.faculty.aids.2@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,157.18.52.195,failed,2026-01-05T12:41:54.282Z
test.student.aids.1@kathir.edu,student,MESSAGE_SENT,Messaging,110.129.200.56,success,2026-01-05T15:44:32.934Z
test.faculty.civil.5@kathir.edu,faculty,SEARCH_PERFORMED,Search,121.178.59.123,success,2026-06-24T09:58:35.298Z
test.faculty.eee.1@kathir.edu,faculty,PASSWORD_CHANGED,Auth,230.113.163.18,failed,2026-02-06T22:17:45.236Z
test.faculty.aids.1@kathir.edu,faculty,MARKS_UPLOADED,Academics,68.67.17.121,success,2026-01-27T03:17:24.632Z
test.faculty.mech.2@kathir.edu,faculty,ACHIEVEMENT_ADDED,Achievements,207.250.21.214,success,2026-05-25T07:15:33.293Z
test.faculty.eee.5@kathir.edu,faculty,PROFILE_UPDATED,Profile,84.191.194.155,success,2026-04-02T04:31:19.843Z
test.student.civil.7@kathir.edu,student,PROFILE_UPDATED,Profile,236.9.177.253,failed,2026-01-03T06:04:30.903Z
test.student.aids.8@kathir.edu,student,MESSAGE_SENT,Messaging,67.19.210.117,failed,2026-01-18T01:37:15.661Z
